"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",1.11861938399492,2.81885992325946,3.22793146413465,3.19320931153881,4.18445711352917,11.9340848098462,5.39076529680023,1.67517609080436,3.22235000647354,1.37484698494352,0.62480116094545,1.70664037432084,8.3571361002689,6.40673568493733,2.99147459049862,5.73662890600594,2.42242245078606,0.648601159502383,2.69248376810769,0.621636238781105,1.49209414967111,0.804022655527665,5.54840777870464,1.65276693789431,3.13661564090203,0.722193958847216,1.96963349411577,2.22950997243275,4.18357649059908,8.13044450542812,0.590887988260051,1.19343776813829,4.18895131793844,8.71292135274625
"2",1.12861031571872,3.26177039452209,3.77120325728459,3.22837426898521,5.47531176811559,14.59657426369,5.56532806403959,1.67195712812283,3.66809483509787,1.38161920084442,0.654052039324726,1.8289164923701,8.86524823976191,7.68731732809421,3.26765902584865,6.22645485468933,1.98163992379027,0.693125813582695,2.95617205089858,0.644151149946309,1.57452067149635,0.85575015773008,6.5518966533865,1.60260803648351,3.46757724715383,0.744620622932156,1.72053764157256,2.03502256370954,4.69801371664478,8.95215807389133,0.619545211381587,1.17156643201903,4.76310682375502,12.7490653106844
"3",1.10593886799533,3.54439071558237,4.41788821951356,3.27656925868741,6.07907809676957,17.3689408454955,6.6900307511448,1.57258786077384,3.72855768925831,1.35311245608865,0.643187381012533,1.68240387840671,10.0229873267707,8.87465422800865,3.40788030575539,6.79757946554138,2.38517015771131,0.682893450228632,3.5107619994024,0.695066147929168,1.7461693393348,0.801476759759738,7.0864253106027,1.66876817142902,3.55801925605476,0.706077411298891,1.80765359913491,2.02738545211576,4.45459426294828,9.72761927983343,0.622184834176288,1.13930478303167,5.29218988546331,16.8562529081101
"4",1.20561772643752,3.59375647515713,4.24128206347257,3.4965730578279,7.14470851566708,16.9413616165586,6.97562566483803,1.56541255827657,4.0922109029047,1.34969408685162,0.674858103744909,1.85170323937929,9.9460364872317,9.38460170924166,3.54650407417923,6.47633407411301,2.50110593787464,0.703592531346112,3.490057141977,0.752245209200578,1.68723095663483,0.85883986271715,7.40502438433301,1.60957838979651,3.49475553244736,0.710736646494028,1.80330706517694,1.92445675542506,4.86642239094783,11.0671314893136,0.65117985380552,1.11711030248575,5.12471225655561,12.7995338857735
"5",1.20807142907285,3.61020205087904,4.19135533182551,3.35128472155852,8.30122095067427,17.1941273530632,7.68269317561359,1.34347335289005,4.25665046662448,1.29382279968296,0.657749013121224,1.70686840150852,11.0274237487269,8.27719769853866,3.64102683432087,6.57158885361498,2.44739489975879,0.687466156223676,3.21667622981852,0.786135046828176,1.74270718417648,0.849040609622995,7.91911422713936,1.66206797346701,3.43242024612427,0.711570069055324,1.80595019360266,1.93091279473086,5.08829810024241,10.2179081926198,0.64388502392014,1.09500001096409,5.66609622552038,14.3245835369823
"6",1.27421618909399,3.6178771015888,4.55427204149549,2.91314931835953,9.71137033298745,17.9497128608186,8.02693946113726,1.31034468771866,4.77345647466432,1.31620709119393,0.630210028574333,1.69293912847643,12.6939618017095,7.62225884231914,3.69322986528795,6.96825733598674,2.50129495608296,0.67437355044024,3.18620135629868,0.838262754938648,1.78242352028554,0.827912142406405,8.30782256687885,1.61798200025525,3.72953421629551,0.688237588712399,1.78442790751568,1.72399085901394,5.1106238478434,9.32499429403157,0.618863107973234,1.05815552624353,5.97824148546198,12.0083100943389
"7",1.28000241131876,3.37558201960009,4.67616681374114,2.84903117736735,10.4447772302893,18.311079996054,8.41785145110882,1.37118784373399,4.98620045771703,1.3257489484209,0.614189414157348,1.70559713579517,13.5844581659518,8.53077656507767,3.62307014454602,8.03628615319117,2.66207716941608,0.663919239317874,2.71754186711027,0.861987278134715,1.85622066381895,0.825328442955907,8.68106449150696,1.63248070461098,4.03438883975815,0.678365977488832,1.79361845161863,1.84633360048701,6.02556429929624,9.57034178747798,0.599398138379141,1.04814094622848,6.26865637111418,11.7490066926429
"8",1.28417743230967,3.45700488454851,4.80025140224081,3.08122534366435,11.6669594572381,19.5915883112619,8.78415328819054,1.41558867462298,5.34582986884051,1.29299653956474,0.589021297858337,1.73103693722102,14.6321002829193,9.24816701231332,3.8199398211506,9.03391427843291,2.73053133838643,0.648956470162453,3.36785815015297,0.964612735711785,2.00768127552983,0.816233747153231,9.06127445470188,1.63902744617076,3.74094427599191,0.661669484413445,1.81904275785272,1.93175702887804,6.56296560799078,10.2287636009948,0.588358657625368,1.05812368791477,6.27135091375561,11.3934894058627
"9",1.27181373804634,3.46638155643745,5.09158955891709,3.12072698598981,12.562456851702,20.0808561023585,8.84082472817603,1.5283228087504,5.65047758717725,1.36097721722084,0.577128341279584,1.73721390328956,14.7568880733957,10.0976639243159,3.96738075712532,9.95921301799136,2.77364016844848,0.622324396686365,3.95930905790175,0.949792344438806,1.98394960568159,0.810032478023259,9.18110237833051,1.67453992694958,3.89749671354335,0.653561049269004,1.7271297863072,1.92867872762825,6.41231926264355,11.2643393282379,0.581889026241206,1.07303914946175,6.41708019172727,11.4722332262266
"10",1.32191084449712,3.5129967945538,4.91656888152266,3.06519591158583,12.3039196622718,20.6819220325409,9.04778886565043,1.59576605463392,5.91668644728281,1.41658322995628,0.555648546560376,1.65758946467616,14.7026181683757,10.7026602616573,3.87625804830033,10.7424923767651,2.90116387921628,0.596200384233035,4.15115900769047,0.954606180426751,2.08595760916523,0.778396524244187,9.33061810587158,1.65450451423409,3.79942721181266,0.648163023087005,1.7436143041702,1.85979382411032,6.43354783434285,12.2142159573351,0.553808223244819,1.06367045747469,6.38149236220763,11.4498749263766
"11",1.31884854178435,3.44955520842453,4.94125592875114,2.86729733728296,12.1167482406112,21.4574631153016,9.09707519462835,1.59535606934625,5.9516051325582,1.44383020655237,0.559398443181762,1.68886453909249,15.4037065321458,10.8896513630315,3.95480238790843,11.1530472592506,2.88441166650721,0.614960682715558,4.14810722593339,0.952776399217276,2.0736718646824,0.778112524033073,9.23631625748702,1.70176081947196,3.7719243584283,0.669213617847173,1.66526057892808,1.88862056386624,6.81603605765466,12.6726654293407,0.563433216531911,1.07213851093359,6.53444879836937,11.7187846293401
"12",1.33976942000632,3.48022136485525,4.58916541068498,3.11344096826841,12.4509210943571,21.7610219223531,8.94414019062777,1.48316757509712,6.22511419055054,1.63502095143216,0.554071870298519,1.70401406376216,16.1358201603118,11.30582852294,4.03059225966493,11.329197813643,2.8679331771645,0.603745030773099,4.24453463003975,0.953455988881805,2.10672771151008,0.787090519514542,9.36727258508037,1.70804170416153,3.83708486105478,0.669974651148999,1.66331019901552,2.07528037780453,7.56359564965868,13.0592567289068,0.560789858584255,1.06351245626053,6.7704748869743,11.7452993377352
